handle,condition,week,feed_average_prop_in_network_posts
alexwebber.bsky.social,engagement,6.0,0.069
alexwebber.bsky.social,engagement,7.0,0.082
alexwebber.bsky.social,engagement,8.0,0.091
alexxx.bsky.social,engagement,1.0,0.0
alexxx.bsky.social,engagement,2.0,0.0
alexxx.bsky.social,engagement,3.0,0.03
alexxx.bsky.social,engagement,4.0,0.156
alexxx.bsky.social,engagement,5.0,0.135
alexxx.bsky.social,engagement,6.0,0.117
alexxx.bsky.social,engagement,7.0,0.189
alexxx.bsky.social,engagement,8.0,0.226
alexxy112.bsky.social,representative_diversification,1.0,0.0
alexxy112.bsky.social,representative_diversification,2.0,0.0
alexxy112.bsky.social,representative_diversification,3.0,0.0
alexxy112.bsky.social,representative_diversification,4.0,0.07
alexxy112.bsky.social,representative_diversification,5.0,0.086
alexxy112.bsky.social,representative_diversification,6.0,0.092
alexxy112.bsky.social,representative_diversification,7.0,0.094
alexxy112.bsky.social,representative_diversification,8.0,0.095
alfogan68.bsky.social,engagement,1.0,0.0
alfogan68.bsky.social,engagement,2.0,0.0
alfogan68.bsky.social,engagement,3.0,0.0
alfogan68.bsky.social,engagement,4.0,0.037
alfogan68.bsky.social,engagement,5.0,0.051
alfogan68.bsky.social,engagement,6.0,0.048
alfogan68.bsky.social,engagement,7.0,0.045
alfogan68.bsky.social,engagement,8.0,0.044
alicebenedictt.bsky.social,representative_diversification,1.0,0.0
alicebenedictt.bsky.social,representative_diversification,2.0,0.061
alicebenedictt.bsky.social,representative_diversification,3.0,0.248
alicebenedictt.bsky.social,representative_diversification,4.0,0.351
alicebenedictt.bsky.social,representative_diversification,5.0,0.431
alicebenedictt.bsky.social,representative_diversification,6.0,0.499
alicebenedictt.bsky.social,representative_diversification,7.0,0.411
alicebenedictt.bsky.social,representative_diversification,8.0,0.454
alicebenson259.bsky.social,representative_diversification,1.0,0.0
alicebenson259.bsky.social,representative_diversification,2.0,0.0
alicebenson259.bsky.social,representative_diversification,3.0,0.088
alicebenson259.bsky.social,representative_diversification,4.0,0.162
alicebenson259.bsky.social,representative_diversification,5.0,0.167
alicebenson259.bsky.social,representative_diversification,6.0,0.192
alicebenson259.bsky.social,representative_diversification,7.0,0.165
alicebenson259.bsky.social,representative_diversification,8.0,0.189
alicecharlie.bsky.social,engagement,1.0,0.0
alicecharlie.bsky.social,engagement,2.0,0.059
alicecharlie.bsky.social,engagement,3.0,0.263
alicecharlie.bsky.social,engagement,4.0,0.254
alicecharlie.bsky.social,engagement,5.0,0.24
alicecharlie.bsky.social,engagement,6.0,0.261
alicecharlie.bsky.social,engagement,7.0,0.269
alicecharlie.bsky.social,engagement,8.0,0.358
alicia255.bsky.social,representative_diversification,1.0,0.0
alicia255.bsky.social,representative_diversification,2.0,0.0
alicia255.bsky.social,representative_diversification,3.0,0.114
alicia255.bsky.social,representative_diversification,4.0,0.489
alicia255.bsky.social,representative_diversification,5.0,0.5
alicia255.bsky.social,representative_diversification,6.0,0.493
alicia255.bsky.social,representative_diversification,7.0,0.5
alicia255.bsky.social,representative_diversification,8.0,0.434
aliciadrew.bsky.social,representative_diversification,1.0,0.013
aliciadrew.bsky.social,representative_diversification,2.0,0.0
aliciadrew.bsky.social,representative_diversification,3.0,0.085
aliciadrew.bsky.social,representative_diversification,4.0,0.444
aliciadrew.bsky.social,representative_diversification,5.0,0.5
aliciadrew.bsky.social,representative_diversification,6.0,0.5
aliciadrew.bsky.social,representative_diversification,7.0,0.5
aliciadrew.bsky.social,representative_diversification,8.0,0.473
aliciaes.bsky.social,representative_diversification,1.0,0.0
aliciaes.bsky.social,representative_diversification,2.0,0.0
aliciaes.bsky.social,representative_diversification,3.0,0.0
aliciaes.bsky.social,representative_diversification,4.0,0.005
aliciaes.bsky.social,representative_diversification,5.0,0.0
aliciaes.bsky.social,representative_diversification,6.0,0.0
aliciaes.bsky.social,representative_diversification,7.0,0.0
aliciaes.bsky.social,representative_diversification,8.0,0.003
allansmith09.bsky.social,representative_diversification,1.0,0.015
allansmith09.bsky.social,representative_diversification,2.0,0.01
allansmith09.bsky.social,representative_diversification,3.0,0.129
allansmith09.bsky.social,representative_diversification,4.0,0.491
allansmith09.bsky.social,representative_diversification,5.0,0.5
allansmith09.bsky.social,representative_diversification,6.0,0.499
allansmith09.bsky.social,representative_diversification,7.0,0.5
allansmith09.bsky.social,representative_diversification,8.0,0.415
allendedale.bsky.social,representative_diversification,1.0,0.0
allendedale.bsky.social,representative_diversification,2.0,0.012
allendedale.bsky.social,representative_diversification,3.0,0.037
allendedale.bsky.social,representative_diversification,4.0,0.087
allendedale.bsky.social,representative_diversification,5.0,0.218
allendedale.bsky.social,representative_diversification,6.0,0.196
allendedale.bsky.social,representative_diversification,7.0,0.212
allendedale.bsky.social,representative_diversification,8.0,0.3
alliah.bsky.social,reverse_chronological,1.0,
alliah.bsky.social,reverse_chronological,2.0,
alliah.bsky.social,reverse_chronological,3.0,
alliah.bsky.social,reverse_chronological,4.0,
alliah.bsky.social,reverse_chronological,5.0,0.018
alliah.bsky.social,reverse_chronological,6.0,0.034
alliah.bsky.social,reverse_chronological,7.0,0.029
alliah.bsky.social,reverse_chronological,8.0,0.038
allie6415.bsky.social,representative_diversification,1.0,0.0
allie6415.bsky.social,representative_diversification,2.0,0.0
allie6415.bsky.social,representative_diversification,3.0,0.006
allie6415.bsky.social,representative_diversification,4.0,0.0
allie6415.bsky.social,representative_diversification,5.0,0.0
allie6415.bsky.social,representative_diversification,6.0,0.001
allie6415.bsky.social,representative_diversification,7.0,0.003
allie6415.bsky.social,representative_diversification,8.0,0.013
allisonedwin.bsky.social,reverse_chronological,1.0,0.0
allisonedwin.bsky.social,reverse_chronological,2.0,0.0
allisonedwin.bsky.social,reverse_chronological,3.0,0.015
allisonedwin.bsky.social,reverse_chronological,4.0,0.096
allisonedwin.bsky.social,reverse_chronological,5.0,0.225
allisonedwin.bsky.social,reverse_chronological,6.0,0.235
allisonedwin.bsky.social,reverse_chronological,7.0,0.22
allisonedwin.bsky.social,reverse_chronological,8.0,0.398
alphafemale919.bsky.social,representative_diversification,1.0,0.0
alphafemale919.bsky.social,representative_diversification,2.0,0.0
alphafemale919.bsky.social,representative_diversification,3.0,0.007
alphafemale919.bsky.social,representative_diversification,4.0,0.0
alphafemale919.bsky.social,representative_diversification,5.0,0.0
alphafemale919.bsky.social,representative_diversification,6.0,0.03
alphafemale919.bsky.social,representative_diversification,7.0,0.035
alphafemale919.bsky.social,representative_diversification,8.0,0.055
alphaisx.bsky.social,engagement,1.0,0.02
alphaisx.bsky.social,engagement,2.0,0.006
alphaisx.bsky.social,engagement,3.0,0.035
alphaisx.bsky.social,engagement,4.0,0.03
alphaisx.bsky.social,engagement,5.0,0.03
alphaisx.bsky.social,engagement,6.0,0.02
alphaisx.bsky.social,engagement,7.0,0.01
alphaisx.bsky.social,engagement,8.0,0.027
alucia567.bsky.social,engagement,1.0,0.002
alucia567.bsky.social,engagement,2.0,0.054
alucia567.bsky.social,engagement,3.0,0.234
alucia567.bsky.social,engagement,4.0,0.212
alucia567.bsky.social,engagement,5.0,0.207
alucia567.bsky.social,engagement,6.0,0.324
alucia567.bsky.social,engagement,7.0,0.376
alucia567.bsky.social,engagement,8.0,0.36
amblynn.bsky.social,engagement,1.0,
amblynn.bsky.social,engagement,2.0,
amblynn.bsky.social,engagement,3.0,0.023
amblynn.bsky.social,engagement,4.0,0.105
amblynn.bsky.social,engagement,5.0,0.162
amblynn.bsky.social,engagement,6.0,0.147
amblynn.bsky.social,engagement,7.0,0.291
amblynn.bsky.social,engagement,8.0,0.178
amelia2.bsky.social,representative_diversification,1.0,0.0
amelia2.bsky.social,representative_diversification,2.0,0.0
amelia2.bsky.social,representative_diversification,3.0,0.091
amelia2.bsky.social,representative_diversification,4.0,0.491
amelia2.bsky.social,representative_diversification,5.0,0.5
amelia2.bsky.social,representative_diversification,6.0,0.5
amelia2.bsky.social,representative_diversification,7.0,0.5
amelia2.bsky.social,representative_diversification,8.0,0.44
ameliaalexander998.bsky.social,engagement,1.0,0.0
ameliaalexander998.bsky.social,engagement,2.0,0.0
ameliaalexander998.bsky.social,engagement,3.0,0.064
ameliaalexander998.bsky.social,engagement,4.0,0.127
ameliaalexander998.bsky.social,engagement,5.0,0.15
ameliaalexander998.bsky.social,engagement,6.0,0.161
ameliaalexander998.bsky.social,engagement,7.0,0.101
ameliaalexander998.bsky.social,engagement,8.0,0.135
amelie14.bsky.social,engagement,1.0,0.008
amelie14.bsky.social,engagement,2.0,0.015
amelie14.bsky.social,engagement,3.0,0.026
amelie14.bsky.social,engagement,4.0,0.014
amelie14.bsky.social,engagement,5.0,0.019
amelie14.bsky.social,engagement,6.0,0.031
amelie14.bsky.social,engagement,7.0,0.003
amelie14.bsky.social,engagement,8.0,0.0
aminus.bsky.social,reverse_chronological,1.0,0.06
aminus.bsky.social,reverse_chronological,2.0,0.027
aminus.bsky.social,reverse_chronological,3.0,0.203
aminus.bsky.social,reverse_chronological,4.0,0.5
aminus.bsky.social,reverse_chronological,5.0,0.5
aminus.bsky.social,reverse_chronological,6.0,0.5
aminus.bsky.social,reverse_chronological,7.0,0.5
aminus.bsky.social,reverse_chronological,8.0,0.494
ammatice.bsky.social,reverse_chronological,1.0,0.0
ammatice.bsky.social,reverse_chronological,2.0,0.0
ammatice.bsky.social,reverse_chronological,3.0,0.031
ammatice.bsky.social,reverse_chronological,4.0,0.196
ammatice.bsky.social,reverse_chronological,5.0,0.16
ammatice.bsky.social,reverse_chronological,6.0,0.144
ammatice.bsky.social,reverse_chronological,7.0,0.161
ammatice.bsky.social,reverse_chronological,8.0,0.251
amoswhyte.bsky.social,engagement,1.0,0.031
amoswhyte.bsky.social,engagement,2.0,0.107
amoswhyte.bsky.social,engagement,3.0,0.5
amoswhyte.bsky.social,engagement,4.0,0.492
amoswhyte.bsky.social,engagement,5.0,0.5
amoswhyte.bsky.social,engagement,6.0,0.5
amoswhyte.bsky.social,engagement,7.0,0.459
amoswhyte.bsky.social,engagement,8.0,0.448
ampillion.bsky.social,engagement,1.0,
ampillion.bsky.social,engagement,2.0,0.006
ampillion.bsky.social,engagement,3.0,0.046
ampillion.bsky.social,engagement,4.0,0.214
ampillion.bsky.social,engagement,5.0,0.235
ampillion.bsky.social,engagement,6.0,0.242
ampillion.bsky.social,engagement,7.0,0.288
ampillion.bsky.social,engagement,8.0,0.202
amyjay10.bsky.social,reverse_chronological,1.0,0.02
amyjay10.bsky.social,reverse_chronological,2.0,0.0
amyjay10.bsky.social,reverse_chronological,3.0,0.131
amyjay10.bsky.social,reverse_chronological,4.0,0.185
amyjay10.bsky.social,reverse_chronological,5.0,0.492
amyjay10.bsky.social,reverse_chronological,6.0,0.5
amyjay10.bsky.social,reverse_chronological,7.0,0.5
amyjay10.bsky.social,reverse_chronological,8.0,0.5
amyyj.bsky.social,representative_diversification,1.0,0.0
amyyj.bsky.social,representative_diversification,2.0,0.0
amyyj.bsky.social,representative_diversification,3.0,0.025
amyyj.bsky.social,representative_diversification,4.0,0.143
amyyj.bsky.social,representative_diversification,5.0,0.135
amyyj.bsky.social,representative_diversification,6.0,0.149
amyyj.bsky.social,representative_diversification,7.0,0.168
amyyj.bsky.social,representative_diversification,8.0,0.137
anachronistique.bsky.social,representative_diversification,1.0,0.012
anachronistique.bsky.social,representative_diversification,2.0,0.01
anachronistique.bsky.social,representative_diversification,3.0,0.102
anachronistique.bsky.social,representative_diversification,4.0,0.491
anachronistique.bsky.social,representative_diversification,5.0,0.5
anachronistique.bsky.social,representative_diversification,6.0,0.5
anachronistique.bsky.social,representative_diversification,7.0,0.5
anachronistique.bsky.social,representative_diversification,8.0,0.478
andele.bsky.social,representative_diversification,1.0,0.0
andele.bsky.social,representative_diversification,2.0,0.007
andele.bsky.social,representative_diversification,3.0,0.0
andele.bsky.social,representative_diversification,4.0,0.013
andele.bsky.social,representative_diversification,5.0,0.04
andele.bsky.social,representative_diversification,6.0,0.045
andele.bsky.social,representative_diversification,7.0,0.059
andele.bsky.social,representative_diversification,8.0,0.055
andersjoseph.bsky.social,representative_diversification,1.0,0.0
andersjoseph.bsky.social,representative_diversification,2.0,0.0
andersjoseph.bsky.social,representative_diversification,3.0,0.006
andersjoseph.bsky.social,representative_diversification,4.0,0.0
andersjoseph.bsky.social,representative_diversification,5.0,0.0
andersjoseph.bsky.social,representative_diversification,6.0,0.001
andersjoseph.bsky.social,representative_diversification,7.0,0.003
andersjoseph.bsky.social,representative_diversification,8.0,0.013
anderzee.bsky.social,reverse_chronological,1.0,0.11
anderzee.bsky.social,reverse_chronological,2.0,0.0
anderzee.bsky.social,reverse_chronological,3.0,0.203
anderzee.bsky.social,reverse_chronological,4.0,0.327
anderzee.bsky.social,reverse_chronological,5.0,0.491
anderzee.bsky.social,reverse_chronological,6.0,0.5
anderzee.bsky.social,reverse_chronological,7.0,0.5
anderzee.bsky.social,reverse_chronological,8.0,0.5
andrespit.bsky.social,representative_diversification,1.0,0.084
andrespit.bsky.social,representative_diversification,2.0,0.0
andrespit.bsky.social,representative_diversification,3.0,0.004
andrespit.bsky.social,representative_diversification,4.0,0.192
andrespit.bsky.social,representative_diversification,5.0,0.492
andrespit.bsky.social,representative_diversification,6.0,0.5
andrespit.bsky.social,representative_diversification,7.0,0.5
andrespit.bsky.social,representative_diversification,8.0,0.5
andrew.bsky.social,reverse_chronological,1.0,
andrew.bsky.social,reverse_chronological,2.0,
andrew.bsky.social,reverse_chronological,3.0,
andrew.bsky.social,reverse_chronological,4.0,
andrew.bsky.social,reverse_chronological,5.0,0.467
andrew.bsky.social,reverse_chronological,6.0,0.5
andrew.bsky.social,reverse_chronological,7.0,0.5
andrew.bsky.social,reverse_chronological,8.0,0.497
andrew.desktopgeneration.com,representative_diversification,1.0,0.01
andrew.desktopgeneration.com,representative_diversification,2.0,0.0
andrew.desktopgeneration.com,representative_diversification,3.0,0.108
andrew.desktopgeneration.com,representative_diversification,4.0,0.491
andrew.desktopgeneration.com,representative_diversification,5.0,0.5
andrew.desktopgeneration.com,representative_diversification,6.0,0.5
andrew.desktopgeneration.com,representative_diversification,7.0,0.5
andrew.desktopgeneration.com,representative_diversification,8.0,0.479
andrew345.bsky.social,representative_diversification,1.0,0.0
andrew345.bsky.social,representative_diversification,2.0,0.0
andrew345.bsky.social,representative_diversification,3.0,0.006
andrew345.bsky.social,representative_diversification,4.0,0.0
andrew345.bsky.social,representative_diversification,5.0,0.0
andrew345.bsky.social,representative_diversification,6.0,0.001
andrew345.bsky.social,representative_diversification,7.0,0.003
andrew345.bsky.social,representative_diversification,8.0,0.013
andrew489.bsky.social,reverse_chronological,1.0,0.0
andrew489.bsky.social,reverse_chronological,2.0,0.0
andrew489.bsky.social,reverse_chronological,3.0,0.006
andrew489.bsky.social,reverse_chronological,4.0,0.03
andrew489.bsky.social,reverse_chronological,5.0,0.038
andrew489.bsky.social,reverse_chronological,6.0,0.035
andrew489.bsky.social,reverse_chronological,7.0,0.045
andrew489.bsky.social,reverse_chronological,8.0,0.158
andrewcilento.bsky.social,engagement,1.0,0.0
andrewcilento.bsky.social,engagement,2.0,0.0
andrewcilento.bsky.social,engagement,3.0,0.05
andrewcilento.bsky.social,engagement,4.0,0.482
andrewcilento.bsky.social,engagement,5.0,0.46
andrewcilento.bsky.social,engagement,6.0,0.487
andrewcilento.bsky.social,engagement,7.0,0.5
andrewcilento.bsky.social,engagement,8.0,0.475
andyklose.bsky.social,engagement,1.0,0.009
andyklose.bsky.social,engagement,2.0,0.0
andyklose.bsky.social,engagement,3.0,0.017
andyklose.bsky.social,engagement,4.0,0.162
andyklose.bsky.social,engagement,5.0,0.491
andyklose.bsky.social,engagement,6.0,0.5
andyklose.bsky.social,engagement,7.0,0.5
andyklose.bsky.social,engagement,8.0,0.5
angelaoak.bsky.social,engagement,1.0,0.0
angelaoak.bsky.social,engagement,2.0,0.0
angelaoak.bsky.social,engagement,3.0,0.0
